#for eos = ../eos_tables/eosSLy.lorene
#Grav_Mass (solar mass) Radius (km) Lambda (dimensionless) rhoc (gm/cm^3) Compactness (dimensionless) Baryon_Mass (solar mass)
1.9452  8.8623  1.8191  3.0543e+15  0.3241  2.8302
1.9433  8.8520  1.8091  3.0673e+15  0.3242  2.8288
1.9415  8.8417  1.7994  3.0804e+15  0.3242  2.8274
1.9397  8.8315  1.7899  3.0935e+15  0.3243  2.8259
1.9378  8.8212  1.7806  3.1067e+15  0.3244  2.8245
1.9359  8.8110  1.7714  3.1199e+15  0.3244  2.8230
1.9340  8.8008  1.7624  3.1332e+15  0.3245  2.8215
1.9322  8.7907  1.7536  3.1465e+15  0.3246  2.8200
1.9303  8.7806  1.7450  3.1599e+15  0.3246  2.8185
1.9284  8.7705  1.7365  3.1734e+15  0.3247  2.8169
1.9265  8.7605  1.7282  3.1869e+15  0.3247  2.8154
1.9245  8.7505  1.7200  3.2004e+15  0.3248  2.8138
1.9226  8.7405  1.7120  3.2141e+15  0.3248  2.8122
1.9207  8.7305  1.7041  3.2278e+15  0.3249  2.8105
1.9187  8.7206  1.6964  3.2415e+15  0.3249  2.8089
1.9168  8.7107  1.6889  3.2553e+15  0.3249  2.8072
1.9148  8.7008  1.6815  3.2692e+15  0.3250  2.8055
1.9129  8.6910  1.6743  3.2831e+15  0.3250  2.8038
1.9109  8.6812  1.6672  3.2971e+15  0.3250  2.8021
1.9089  8.6714  1.6602  3.3111e+15  0.3251  2.8004
1.9070  8.6617  1.6534  3.3252e+15  0.3251  2.7986
1.9050  8.6520  1.6468  3.3394e+15  0.3251  2.7968
1.9030  8.6423  1.6403  3.3536e+15  0.3251  2.7950
1.9010  8.6326  1.6339  3.3679e+15  0.3252  2.7932
1.8990  8.6230  1.6277  3.3822e+15  0.3252  2.7914
